ビベヌ 	 Vivenne
無名 #1004035 	 Nameless #1004035
無名 #1004057 	 Nameless #1004057
無名 #1004060 	 Nameless #1004060
無名 #1004069 	 Nameless #1004069
ゲブハード 	 Gebhard
無名 #1004074 	 Nameless #1004074
無名 #1004075 	 Nameless #1004075
無名 #1004080 	 Nameless #1004080
無名 #1004083 	 Nameless #1004083
バシュフル・ガイザー 	 Bashful Geyser
フォルクリンド 	 Folclind
無名 #1004118 	 Nameless #1004118
無名 #1004119 	 Nameless #1004119
アルディス 	 Aldis
無名 #1004123 	 Nameless #1004123
無名 #1004124 	 Nameless #1004124
無名 #1004125 	 Nameless #1004125
無名 #1004126 	 Nameless #1004126
無名 #1004127 	 Nameless #1004127
無名 #1004128 	 Nameless #1004128
無名 #1004130 	 Nameless #1004130
無名 #1004131 	 Nameless #1004131
無名 #1004133 	 Nameless #1004133
無名 #1004134 	 Nameless #1004134
無名 #1004135 	 Nameless #1004135
タタル 	 Tataru
スウィルゲイム 	 Swyrgeim
ネドリック・アイアンハート 	 Nedrick Ironheart
黒馬同心 	 Black Uma Doshin
アリーン 	 Allene
サンクレッド 	 Thancred
ホウザン 	 Hozan
ホウメイ 	 Homei
ヨウザン 	 Yozan
ヒューラン族の御者 	 Hyuran Coachman
エリー 	 Ellie
タタフ 	 Tatafu
無名 #1008759 	 Nameless #1008759
ナナライ 	 Nanalai
ヴァリアント・ハート 	 Valiant Hart
無名 #1011005 	 Nameless #1011005
見覚えのある娘 	 Familiar Maiden
オンフラン 	 Honfraint
侍風のヒューラン族 	 Samurai-esque Hyur
侍風のララフェル族 	 Samurai-esque Lalafell
饒舌な露店商人 	 Silver-tongued Stallkeeper
無名 #1030070 	 Nameless #1030070
無名 #1030072 	 Nameless #1030072
無名 #1000313 	 Nameless #1000313
無名 #1000377 	 Nameless #1000377
無名 #1000403 	 Nameless #1000403
オンベル 	 Ombelle
ツブ・カマゾン 	 Tsubh Khamazom
アリクシ 	 Alixie
無名 #1000410 	 Nameless #1000410
マリウステル 	 Mariustel
ヴァルラン 	 Vallerin
無名 #1000417 	 Nameless #1000417
無名 #1000424 	 Nameless #1000424
無名 #1000425 	 Nameless #1000425
無名 #1000426 	 Nameless #1000426
サインウィン 	 Cynewyn
アロルド 	 Arold
モルラン 	 Maurelin
無名 #1000433 	 Nameless #1000433
無名 #1000434 	 Nameless #1000434
オシャ・ジャーブ 	 Osha Jaab
テオドール 	 Theodore
無名 #1000445 	 Nameless #1000445
モンランガン 	 Monranguin
無名 #1000454 	 Nameless #1000454
エルドフリス 	 Ealdfrith
アルドレド 	 Aldred
ガビノー 	 Gabineaux
無名 #1000462 	 Nameless #1000462
エールスタン 	 Alestan
無名 #1000468 	 Nameless #1000468
無名 #1000472 	 Nameless #1000472
エーセルスリス 	 Aethelthryth
レオデール 	 Leodaire
マージェリア 	 Margeria
無名 #1000481 	 Nameless #1000481
バナード 	 Bernard
ユモンド 	 Ewmond
無名 #1000486 	 Nameless #1000486
無名 #1000488 	 Nameless #1000488
無名 #1000489 	 Nameless #1000489
無名 #1000490 	 Nameless #1000490
ロテール 	 Lothaire
フィンネア 	 Finnea
ウォルセオフ 	 Waltheof
ベルト 	 Berthe
アルメル 	 Armelle
ダランメル 	 Daranmert
カイレー 	 Kyleigh
アーシュバルド 	 Erchebald
ポリヌ 	 Pauline
ギア・モルコー 	 Giah Molkoh
無名 #1000737 	 Nameless #1000737
エイルガル 	 Eylgar
ククバチ 	 Kukuvachi
グスタバン 	 Gustavain
ベレニス 	 Berenice
オブ 	 Aube
ロズリン 	 Roseline
ヤ・シャカモ 	 Y'shaqamo
オドゥリ 	 Audrie
無名 #1001266 	 Nameless #1001266
無名 #1001268 	 Nameless #1001268
無名 #1001269 	 Nameless #1001269
エルマル 	 Elmar
ランベルレ 	 Lanverlais
バラル 	 Balarr
金馬同心 	 Golden Uma Doshin
チョコボ 	 Chocobo
チョコボ 	 Chocobo
チョコボ 	 Chocobo
チョコボ厩務員 	 Chocobokeep
ティエヴネー 	 Thievenaix
マルセット 	 Marcette
オブリオー 	 Hobriaut
無名 #1011010 	 Nameless #1011010
待ちきれない少年 	 High-spirited Boy
気弱そうな少年 	 Weak-kneed Boy
楽しそうな少年 	 Bright-eyed Boy
怒っている少女 	 Red-faced Girl
お菓子好きな少女 	 Rotten-toothed Girl
毅然とした少女 	 Openmouthed Girl
無名 #1046103 	 Nameless #1046103
エストルラン 	 Estrelaint
無名 #1000252 	 Nameless #1000252
ナトハシオ 	 Nathaxio
無名 #1000285 	 Nameless #1000285
ザケウス 	 Zacheus
無名 #1000492 	 Nameless #1000492
無名 #1000493 	 Nameless #1000493
フロリモン 	 Florimond
ヴィクター 	 Victor
無名 #1000546 	 Nameless #1000546
無名 #1000547 	 Nameless #1000547
イスメイ 	 Ismey
無名 #1000549 	 Nameless #1000549
無名 #1000551 	 Nameless #1000551
無名 #1000552 	 Nameless #1000552
モヌ 	 Monne
無名 #1000554 	 Nameless #1000554
無名 #1000555 	 Nameless #1000555
ブレゼット 	 Blaisette
無名 #1000559 	 Nameless #1000559
ジョアシャン 	 Joacin
アミシア 	 Ameexia
無名 #1000565 	 Nameless #1000565
無名 #1000575 	 Nameless #1000575
無名 #1000577 	 Nameless #1000577
マランテル 	 Marinterre
イメディア 	 Imedia
ペリクシア 	 Pelixia
無名 #1000586 	 Nameless #1000586
イサベル・ホウソーン 	 Ysabel Hawthorne
ジュルラン 	 Jeulerand
アニウド 	 Aniud
マテオミ牙軍曹 	 Matheomi
ロサ・ホウソーン 	 Rosa Hawthorne
アイレド 	 Ayled
トナクシア 	 Tonaxia
ポニシア 	 Ponnixia
モキシア 	 Moxia
シルフ族のよろず屋 	 Sylphic Vendor
アムラン少牙士 	 Amelain
ピラルノー 	 Piralnaut
ラキシオ 	 Laxio
イダ 	 Yda
パパリモ 	 Papalymo
ケイン 	 Kain
メルウィン 	 Maerwynn
エルフレダ 	 Elfleda
無名 #1008336 	 Nameless #1008336
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
捕らわれたシルフ 	 Captured Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
悪い子シルフ 	 Hostile Sylph
双蛇党中牙士 	 Serpent Lieutenant
無名 #1009107 	 Nameless #1009107
無名 #1009108 	 Nameless #1009108
無名 #1009109 	 Nameless #1009109
無名 #1011011 	 Nameless #1011011
双蛇党の斥候 	 Serpent Scout
サンクレッド 	 Thancred
イダ 	 Yda
ユウギリ 	 Yugiri
ピピン 	 Pipin
無名 #1005628 	 Nameless #1005628
無名 #1005629 	 Nameless #1005629
無名 #1005630 	 Nameless #1005630
無名 #1005631 	 Nameless #1005631
無名 #1044128 	 Nameless #1044128
ダンチョー 	 Impresario
カヌ・エ・センナ 	 Kan-E-Senna
ガイルス 	 Gyles
ヒダ 	 Hida
無名 #1000110 	 Nameless #1000110
無名 #1000111 	 Nameless #1000111
無名 #1000114 	 Nameless #1000114
無名 #1000115 	 Nameless #1000115
無名 #1000118 	 Nameless #1000118
無名 #1000119 	 Nameless #1000119
オノラン 	 Honoraint
ベルテナン 	 Bertennant
無名 #1000131 	 Nameless #1000131
無名 #1000133 	 Nameless #1000133
無名 #1000137 	 Nameless #1000137
無名 #1000138 	 Nameless #1000138
アダルハード 	 Adalhard
ファールアール 	 Pfarahr
メママ 	 Memama
無名 #1000142 	 Nameless #1000142
無名 #1000145 	 Nameless #1000145
ベルナデット 	 Bernadette
メラ・パメラ 	 Mera Pamera
無名 #1000151 	 Nameless #1000151
ハートフォード 	 Hartford
無名 #1000155 	 Nameless #1000155
エダン 	 Aedan
無名 #1000160 	 Nameless #1000160
オニィー 	 Aunillie
ニコリオー 	 Nicoliaux
無名 #1000163 	 Nameless #1000163
無名 #1000164 	 Nameless #1000164
無名 #1000176 	 Nameless #1000176
無名 #1000177 	 Nameless #1000177
無名 #1000186 	 Nameless #1000186
無名 #1000188 	 Nameless #1000188
ガヴィン少牙士 	 Gavin
イデル 	 Idele
シャンステゥル 	 Chansteloup
無名 #1000201 	 Nameless #1000201
無名 #1000202 	 Nameless #1000202
無名 #1000203 	 Nameless #1000203
ピアス 	 Piers
フ・ミバス 	 F'mibhas
無名 #1000207 	 Nameless #1000207
無名 #1000209 	 Nameless #1000209
無名 #1000210 	 Nameless #1000210
クロエ 	 Chloe
パスカリヌ 	 Pascaline
無名 #1000278 	 Nameless #1000278
セレスティーヌ 	 Celestine
リューリック 	 Leuric
タタソサ 	 Tatasosa
スピニング・ブレイド 	 Spinning Blade
エラル 	 Eral
無名 #1000381 	 Nameless #1000381
無名 #1000382 	 Nameless #1000382
ノジロ・マルジロ 	 Nojiro Marujiro
神勇隊の隊士 	 Gods' Quiver Bow
無名 #1000675 	 Nameless #1000675
無名 #1000676 	 Nameless #1000676
無名 #1000678 	 Nameless #1000678
ルーヘリック 	 Louhelic
アーケンボード 	 Erkenbaud
オノラン 	 Honoraint
ゴントラン 	 Gontrant
アントアノ 	 Antoinaut
無名 #1001146 	 Nameless #1001146
ベルテナン 	 Bertennant
無名 #1001149 	 Nameless #1001149
エラル 	 Eral
スピニング・ブレイド 	 Spinning Blade
タタソサ 	 Tatasosa
無名 #1001155 	 Nameless #1001155
無名 #1001156 	 Nameless #1001156
無名 #1001159 	 Nameless #1001159
リューリック 	 Leuric
ノジロ・マルジロ 	 Nojiro Marujiro
セレスティーヌ 	 Celestine
無名 #1001167 	 Nameless #1001167
カピュシヌ 	 Capucine
アダルハード 	 Adalhard
ウルタ 	 Ulta
陽気な旅芸人 	 Spirited Thespian
無口な大道芸人 	 Somber Strongman
ウファヌ大牙士 	 Uphanne
クロ・バジリ 	 Khloe Bajhiri
チョ・モーイ牙兵長 	 Tyoh Moui
アルフィノ 	 Alphinaud
シド 	 Cid
ルストバン 	 Roustebant
エフェミ 	 Ephemie
第二分隊の隊員 	 2nd Unit Brave
第二分隊の隊員 	 2nd Unit Brave
イダ 	 Yda
冒険者指導教官 	 The Smith
ミニオン好きの冒険者 	 Minion Enthusiast
無名 #1028083 	 Nameless #1028083
無名 #1028084 	 Nameless #1028084
無名 #1028089 	 Nameless #1028089
クプカ・クップ 	 Kupka Kupp
アロイズ 	 Aloyse
エゾルミール 	 Ezolmile
無名 #1041927 	 Nameless #1041927
ポールモン 	 Paulemont
無名 #1000240 	 Nameless #1000240
ケンナード 	 Kennard
バティスト 	 Baptistaux
ケイトリン 	 Katelyn
グイスリット 	 Guithrit
ショモンド 	 Simond
ブレドロス 	 Bledros
キ・ジャワナ 	 Q'djawana
無名 #1000628 	 Nameless #1000628
ボドワイン 	 Bodwine
プリムラン 	 Primerain
ヴィオヌ 	 Vionne
無名 #1000634 	 Nameless #1000634
リオンネ 	 Lionnet
無名 #1000636 	 Nameless #1000636
ヘルルイン 	 Herluin
無名 #1000639 	 Nameless #1000639
ウィトレッド 	 Wihtred
アルーラド 	 Aluerad
無名 #1000649 	 Nameless #1000649
無名 #1000650 	 Nameless #1000650
無名 #1000651 	 Nameless #1000651
無名 #1000655 	 Nameless #1000655
アメッタ 	 Dametta
無名 #1000661 	 Nameless #1000661
シーサリア 	 Caesaria
バルトゥモン 	 Valtemont
バーテ 	 Berte
無名 #1000668 	 Nameless #1000668
無名 #1000669 	 Nameless #1000669
無名 #1000670 	 Nameless #1000670
リニーヴ 	 Linyeve
ブレーディウド 	 Bleidiud
無名 #1000673 	 Nameless #1000673
無名 #1000674 	 Nameless #1000674
オスウィン 	 Oswyn
無名 #1000751 	 Nameless #1000751
オルティモン 	 Hortimont
無名 #1000762 	 Nameless #1000762
無名 #1000772 	 Nameless #1000772
無名 #1000773 	 Nameless #1000773
ギリアン 	 Gillian
ボルラン 	 Borlent
ジャエル 	 Jahelle
無名 #1002770 	 Nameless #1002770
ゴッドウィン 	 Godwin
エーセルメール牙曹長 	 Aethelmaer
オフィ 	 Ophie
エーセルスタン 	 Aethelstan
グロユメド 	 Gloiumed
ケネウィアード 	 Keneweard
ブリエン 	 Brien
ゴゴラタ 	 Gogolata
エルーイン 	 Aeluuin
コンファス 	 Comphas
フィリベル 	 Philibert
エストムンド 	 Estmund
ウリスト 	 Euriste
ブライド 	 Bryde
ヴォクレール 	 Vauxclairt
無名 #1002816 	 Nameless #1002816
無名 #1002817 	 Nameless #1002817
無名 #1002820 	 Nameless #1002820
無名 #1002821 	 Nameless #1002821
無名 #1002822 	 Nameless #1002822
メドロド 	 Medrod
アイディーン 	 Aideen
イヴォロー 	 Ivaurault
ソメルヒルド 	 Somerhild
オリアヌ 	 Oriane
ラッフィング・フューリー 	 Laughing Fury
ヴァヴァプ 	 Vavapu
アデマル 	 Ademar
ヴォルトゥフォール少牙士 	 Vortefaurt
イドリスタン 	 Idristan
イゾドレール 	 Isaudorel
イレヌ 	 Ireine
ヨム・エポカン 	 Yhom Epocan
空力団の倉庫番 	 Ehcatl Nine Foreman
無名 #1009202 	 Nameless #1009202
イクサル族のよろず屋 	 Ixali Vendor
無名 #1009207 	 Nameless #1009207
ネルモン 	 Nellemond
ヒルデヤード 	 Hildeyerd
無名 #1009225 	 Nameless #1009225
無名 #1009228 	 Nameless #1009228
無名 #1009612 	 Nameless #1009612
無名 #1009619 	 Nameless #1009619
無名 #1009643 	 Nameless #1009643
無名 #1011013 	 Nameless #1011013
モット 	 Motte
リィギー 	 Riggy
グリムバルド 	 Grimbald
ピモ・ネルハー 	 Pimoh Nelhah
キニソン 	 Kinnison
ヘラル 	 Heral
無名 #1000182 	 Nameless #1000182
無名 #1000190 	 Nameless #1000190
無名 #1000191 	 Nameless #1000191
無名 #1000192 	 Nameless #1000192
ガースシド 	 Gurthcid
アドルフォル 	 Hadrefort
マルクロル 	 Marcquelort
ウェニルド 	 Wenyld
エルフレード 	 Aelfraed
無名 #1000241 	 Nameless #1000241
無名 #1000242 	 Nameless #1000242
交易商人 リシュシュ 	 Rishushu
無名 #1000246 	 Nameless #1000246
無名 #1000247 	 Nameless #1000247
セイングレド 	 Ceinguled
無名 #1000253 	 Nameless #1000253
無名 #1000255 	 Nameless #1000255
無名 #1000256 	 Nameless #1000256
ミテニー 	 Mitainie
無名 #1000259 	 Nameless #1000259
オルトゥフェル牙兵長 	 Haurtefert
フランシス 	 Francis
ジョリーヌ 	 Jolline
ボアズロン 	 Boiselont
無名 #1000264 	 Nameless #1000264
ガエタン 	 Gaethan
無名 #1000266 	 Nameless #1000266
無名 #1000270 	 Nameless #1000270
ネモ・マイモーヴ 	 Nemoh Maimhov
無名 #1000273 	 Nameless #1000273
無名 #1000274 	 Nameless #1000274
無名 #1000275 	 Nameless #1000275
ジュニ 	 Junnie
セヴラン 	 Severaint
ノエス 	 Noes
ヤ・シュワエ 	 Y'shuwahe
セースリダ 	 Saethryda
エイリュア 	 Aeileua
フランケ 	 Francquet
無名 #1000291 	 Nameless #1000291
エテルレッド 	 Ethelred
無名 #1000298 	 Nameless #1000298
アルシュボリエル 	 Archevauliere
サミアヌ 	 Samiane
無名 #1000302 	 Nameless #1000302
無名 #1000304 	 Nameless #1000304
無名 #1000305 	 Nameless #1000305
バルナボンタン 	 Barnabontant
ウォルデュー 	 Waldew
無名 #1000316 	 Nameless #1000316
無名 #1000317 	 Nameless #1000317
無名 #1000318 	 Nameless #1000318
無名 #1000319 	 Nameless #1000319
ビディー 	 Biddy
無名 #1000322 	 Nameless #1000322
無名 #1000344 	 Nameless #1000344
無名 #1000345 	 Nameless #1000345
無名 #1000348 	 Nameless #1000348
無名 #1000349 	 Nameless #1000349
無名 #1000350 	 Nameless #1000350
無名 #1000351 	 Nameless #1000351
クマ・モシュロカ 	 Khuma Moshroca
無名 #1000356 	 Nameless #1000356
ベリ 	 Beli
グラトカント 	 Gratcant
無名 #1000361 	 Nameless #1000361
無名 #1000362 	 Nameless #1000362
革細工商人 ワービルグ 	 Werbyrgh
無名 #1000364 	 Nameless #1000364
無名 #1000365 	 Nameless #1000365
ホディン 	 Hoddyn
無名 #1000368 	 Nameless #1000368
無名 #1000369 	 Nameless #1000369
無名 #1000376 	 Nameless #1000376
無名 #1000379 	 Nameless #1000379
無名 #1000380 	 Nameless #1000380
無名 #1000383 	 Nameless #1000383
無名 #1000387 	 Nameless #1000387
無名 #1000388 	 Nameless #1000388
ミリセント 	 Millicent
アンゲラン 	 Enguerran
無名 #1000679 	 Nameless #1000679
無名 #1000680 	 Nameless #1000680
ソソバチ 	 Sosobati
セレストア 	 Celestoix
ムムナリ 	 Mumunari
無名 #1000689 	 Nameless #1000689
マロアール 	 Maroile
無名 #1000695 	 Nameless #1000695
無名 #1000697 	 Nameless #1000697
無名 #1000701 	 Nameless #1000701
無名 #1000703 	 Nameless #1000703
無名 #1000704 	 Nameless #1000704
無名 #1000706 	 Nameless #1000706
イセルトン 	 Isleton
パルセモントレ 	 Parsemontret
マユロン 	 Mayeulons
メレヌ 	 Mellaine
スタウト・エルム 	 Stout Elm
ドゥイメサン 	 Duimessand
アートル 	 Artor
双蛇党の将校 	 Serpent Officer
怪しい旅芸人 	 Shifty Thespian
ダンチョー 	 Impresario
マジックポット 	 Magic Pot
ダマリス 	 Damaris
ダマリス 	 Damaris
執事王 	 Royal Seneschal
セレン 	 Selaine
ジリ・アリアポー 	 Jihli Aliapoh
キピ・ジャッキヤ 	 Kipih Jakkya
紅蓮祭実行委員 	 Moonfire Faire Chaperone
第二分隊の隊員 	 2nd Unit Brave
第二分隊の隊員 	 2nd Unit Brave
マメット012P・プレゼンター 	 Mammet Dispensator #012P
マメット012P・プレゼンター 	 Mammet Dispensator #012P
パパリモ 	 Papalymo
執事王の使者 	 Royal Herald
真面目なエッグコレクター 	 Cock-a-hoop Collector
快活なエッグコレクター 	 Cultured Collector
中級のエッグカウンター 	 Eggsaminer
上級のエッグカウンター 	 Eggsaminer
無名 #1017822 	 Nameless #1017822
冒険者ギルドの調査員 	 Adventurers' Guild Investigator
無名 #1018366 	 Nameless #1018366
執事王の使者 	 Royal Herald
エニオン 	 Enion
事情通の冒険者 	 Well-informed Adventurer
無名 #1024177 	 Nameless #1024177
ぶっきらぼうな占い師 	 Frank Fortune-teller
艶やかな占い師 	 Fair Fortune-teller
柔和そうな占い師 	 Forbearing Fortune-teller
執事王の使者 	 Royal Herald
情報通の冒険者 	 Well-informed Adventurer
ベーンフェールド 	 Baenfaeld
ジリ・アリアポー 	 Jihli Aliapoh
ジリ・アリアポー 	 Jihli Aliapoh
ノノッタ 	 Nonotta
ぶっきらぼうな占い師 	 Frank Fortune-teller
艶やかな占い師 	 Fair Fortune-teller
柔和そうな占い師 	 Forbearing Fortune-teller
リジー 	 Lisie
タギー 	 Taggy
無名 #1027192 	 Nameless #1027192
無名 #1027193 	 Nameless #1027193
無名 #1027194 	 Nameless #1027194
無名 #1027195 	 Nameless #1027195
無名 #1028080 	 Nameless #1028080
無名 #1028081 	 Nameless #1028081
無名 #1028082 	 Nameless #1028082
無名 #1028220 	 Nameless #1028220
情報通の冒険者 	 Well-informed Adventurer
アラカ 	 Alaqa
ガッティ 	 Gatty
妖しげな獣牧士 	 Troupe Voidtamer
妖艶な奇術師 	 Enthralling Illusionist
仮装パーティーの招待係 	 Genial Guiser
ベーンフェールド 	 Baenfaeld
無名 #1032437 	 Nameless #1032437
無名 #1032438 	 Nameless #1032438
無名 #1032439 	 Nameless #1032439
無名 #1032443 	 Nameless #1032443
無名 #1032447 	 Nameless #1032447
無名 #1032448 	 Nameless #1032448
無名 #1032449 	 Nameless #1032449
無名 #1032450 	 Nameless #1032450
ノノッタ 	 Nonotta
情報通の冒険者 	 Well-informed Adventurer
クプカ・クップ 	 Kupka Kupp
バート 	 Bert
ロドリゴ 	 Rodrigault
無名 #1035179 	 Nameless #1035179
無名 #1035250 	 Nameless #1035250
無名 #1035499 	 Nameless #1035499
無名 #1035500 	 Nameless #1035500
カムリト・ハリト 	 Kamlito Halito
イゼーヌ 	 Isainne
無名 #1036121 	 Nameless #1036121
無名 #1036122 	 Nameless #1036122
無名 #1036123 	 Nameless #1036123
無名 #1036124 	 Nameless #1036124
無名 #1036125 	 Nameless #1036125
無名 #1036126 	 Nameless #1036126
無名 #1036562 	 Nameless #1036562
無名 #1036563 	 Nameless #1036563
無名 #1036580 	 Nameless #1036580
無名 #1036581 	 Nameless #1036581
無名 #1036582 	 Nameless #1036582
無名 #1036583 	 Nameless #1036583
無名 #1036584 	 Nameless #1036584
無名 #1036585 	 Nameless #1036585
情報通の冒険者 	 Well-informed Adventurer
オルトファンス 	 Hortefense
バート 	 Bert
ロドリゴ 	 Rodrigault
無名 #1041356 	 Nameless #1041356
無名 #1041357 	 Nameless #1041357
無名 #1041358 	 Nameless #1041358
無名 #1041359 	 Nameless #1041359
無名 #1041360 	 Nameless #1041360
無名 #1041361 	 Nameless #1041361
無名 #1041920 	 Nameless #1041920
無名 #1041921 	 Nameless #1041921
無名 #1041922 	 Nameless #1041922
無名 #1041923 	 Nameless #1041923
無名 #1041924 	 Nameless #1041924
オーカー・ボルダー 	 Ocher Boulder
エノル 	 Aenor
しあわせうさぎ 	 Happy Bunny
ニワトリ 	 Chicken
ヌルヌルの油まみれのウサギ 	 Well-oiled Rabbit
情報通の冒険者 	 Well-informed Adventurer
ジリ・アリアポー 	 Jihli Aliapoh
ポーリン 	 Pawlin
桃色の小さなウサギ 	 Pink-furred Rabbit
従者風のニワトリ 	 Rooster Retainer
スリリングウェイ 	 Thrillingway
義父らしきニワトリ 	 Fatherly Rooster
義娘らしきニワトリ 	 Daughterly Hen
オルトファンス 	 Hortefense
イレアー 	 Ylaire
リゼット・ド・ヴァレンティオン 	 Lisette De Valentione
オルトファンス 	 Hortefense
アストリド 	 Astrid
プクティ・ピコ 	 Pukty Piko
ラブ号 	 Lovebird
無名 #1043911 	 Nameless #1043911
無名 #1043912 	 Nameless #1043912
無名 #1043913 	 Nameless #1043913
無名 #1043914 	 Nameless #1043914
バート 	 Bert
ロドリゴ 	 Rodrigault
アストリド 	 Astrid
アム・ガランジ 	 Amh Garanjy
ブリッツェン 	 Blitzen
パパ・ブルーセ 	 Papa Gruff
リゼット・ド・ヴァレンティオン 	 Lisette De Valentione
無名 #1044183 	 Nameless #1044183
情報通の冒険者 	 Well-informed Adventurer
ハムリン 	 Hamlyn
無名 #1044978 	 Nameless #1044978
無名 #1044979 	 Nameless #1044979
無名 #1044980 	 Nameless #1044980
無名 #1044981 	 Nameless #1044981
ノノッタ 	 Nonotta
トンベリ海兵 	 Marine Tonberry
トンベリ軍学者 	 Scholarly Tonberry
おっとりトンベリ教授 	 Sweet Tonberry
気弱なトンベリ助手 	 Timid Tonberry
堅物なトンベリ教授 	 Austere Tonberry
トンベリグリーナー 	 Gleaning Tonberry
不安定なトンベリ 	 Swaying Pomberry
む～んなトンベリ 	 Mooning Tonberry
ふっちっちトンベリ 	 Suspect Tonberry
パパ・ブルーセ 	 Papa Gruff
臆病な園芸師 	 Startled Botanist
ママ・ブルーセ 	 Mama Gruff
ジュニア・ブルーセ 	 Little Gruff
無名 #1045860 	 Nameless #1045860
無名 #1045861 	 Nameless #1045861
無名 #1045864 	 Nameless #1045864
無名 #1045865 	 Nameless #1045865
無名 #1045866 	 Nameless #1045866
無名 #1045868 	 Nameless #1045868
無名 #1045869 	 Nameless #1045869
無名 #1045870 	 Nameless #1045870
無名 #1045883 	 Nameless #1045883
無名 #1045885 	 Nameless #1045885
無名 #1045886 	 Nameless #1045886
無名 #1045888 	 Nameless #1045888
無名 #1045889 	 Nameless #1045889
無名 #1045896 	 Nameless #1045896
ジリ・アリアポー 	 Jihli Aliapoh
ノノッタ 	 Nonotta
機嫌のいいグリダニア市民 	 Joyful Citizen
楽しそうなウルダハ市民 	 Chipper Citizen
リィギー 	 Riggy
ガビノー 	 Gabineaux
無名 #1046134 	 Nameless #1046134
アストリド 	 Astrid
エミリエ 	 Emilie
リゼット・ド・ヴァレンティオン 	 Lisette De Valentione
オルトファンス 	 Hortefense
クプカ・クップ 	 Kupka Kupp
プクティ・ピコ 	 Pukty Piko
ラブ号 	 Lovebird
リングサス 	 Lyngsath
ロドリゴ 	 Rodrigault
バート 	 Bert
無名 #1046155 	 Nameless #1046155
無名 #1046156 	 Nameless #1046156
無名 #1046157 	 Nameless #1046157
無名 #1046158 	 Nameless #1046158
無名 #1046159 	 Nameless #1046159
無名 #1046164 	 Nameless #1046164
無名 #1046165 	 Nameless #1046165
ハムリン 	 Hamlyn
情報通の冒険者 	 Well-informed Adventurer
情報通の冒険者 	 Well-informed Adventurer
冒険者ギルドの調査員 	 Adventurers' Guild Investigator
パパ・ブルーセ 	 Papa Gruff
フィルコックス 	 Philcox
無名 #1051088 	 Nameless #1051088
無名 #1051143 	 Nameless #1051143
ベーンフェールド 	 Baenfaeld
タマゴ品評家の男性 	 Egg Appreciator
タマゴ鑑定家の女性 	 Egg Appraiser
タマゴ愛好家の女性 	 Egg Enthusiast
無名 #1052077 	 Nameless #1052077
無名 #1052078 	 Nameless #1052078
無名 #1052079 	 Nameless #1052079
無名 #1052080 	 Nameless #1052080
ジリ・アリアポー 	 Jihli Aliapoh
ノノッタ 	 Nonotta
無名 #1052091 	 Nameless #1052091
無名 #1052092 	 Nameless #1052092
無名 #1052095 	 Nameless #1052095
リゼット・ド・ヴァレンティオン 	 Lisette De Valentione
オルトファンス 	 Hortefense
ロドリゴ 	 Rodrigault
バート 	 Bert
無名 #1052362 	 Nameless #1052362
無名 #1052363 	 Nameless #1052363
無名 #1052364 	 Nameless #1052364
無名 #1052365 	 Nameless #1052365
無名 #1052366 	 Nameless #1052366
無名 #1052367 	 Nameless #1052367
エミリエ 	 Emilie
アストリド 	 Astrid
ローロヴィック 	 Laurovic
シルジニー 	 Sylginie
ベーンフェールド 	 Baenfaeld
アム・ガランジ 	 Amh Garanjy
エミリエ 	 Emilie
アストリド 	 Astrid
クプカ・クップ 	 Kupka Kupp
クポナ・クコ 	 Kupna Kuko
リゼット・ド・ヴァレンティオン 	 Lisette De Valentione
オルトファンス 	 Hortefense
無名 #1054733 	 Nameless #1054733
バート 	 Bert
ロドリゴ 	 Rodrigault
無名 #1054738 	 Nameless #1054738
無名 #1054739 	 Nameless #1054739
ラルソジ 	 Rral Soj
パパーニ 	 Papawni
シューニェ 	 Shunye
ウヴロ 	 Uvlo
テントーワ 	 Tentoawa
ローシュカナ 	 Loashkana
クイーキ 	 Kuiyki
セートジャ 	 Ceetol Ja
テペケ 	 Tepeke
無名 #1055102 	 Nameless #1055102
無名 #1055103 	 Nameless #1055103
ローデニケ 	 Loazenikwe
カクージャ 	 Kaqool Ja
ジリ・アリアポー 	 Jihli Aliapoh
ノノッタ 	 Nonotta
武王の風格漂うニワトリ 	 Chicken Of Resolve
理王の風格漂うウサギ 	 Rabbit Of Reason
ヤーナ 	 Yaana
ネユニ 	 Neyuni
ユトロープ 	 Eutrope
ハニー・Ｂ・ラブリー 	 Honey B. Lovely
エルブリン 	 Herberin
無名 #1056083 	 Nameless #1056083
無名 #1056084 	 Nameless #1056084
